!Expedition polar
4.0	45.5	3.80	52.0	3.97	60.0	4.20	70.0	4.40	75.0	4.46	80.0	4.50	90.0	4.50	110.0	4.20	120.0	3.94	135.0	3.50	141.0	3.20	150.0	2.90	165.0	2.20	180.0	2.00
6.0	45.0	5.40	52.0	5.90	60.0	6.30	70.0	6.60	75.0	6.70	80.0	6.70	90.0	6.70	110.0	6.20	120.0	5.90	135.0	5.30	143.0	4.80	150.0	4.40	165.0	3.30	180.0	3.10
8.0	43.2	6.40	52.0	7.10	60.0	7.50	70.0	7.80	75.0	7.80	80.0	7.90	90.0	7.90	110.0	7.50	120.0	7.30	135.0	6.70	145.8	6.00	150.0	5.70	165.0	4.30	180.0	4.10
10.0	41.3	7.00	52.0	7.90	60.0	8.20	70.0	8.40	75.0	8.50	80.0	8.50	90.0	8.60	110.0	8.40	120.0	8.30	135.0	7.80	148.0	7.00	150.0	6.80	165.0	5.30	180.0	5.00
12.0	38.3	7.40	52.0	8.20	60.0	8.50	70.0	8.80	75.0	9.00	80.0	9.10	90.0	9.30	110.0	9.20	120.0	9.10	135.0	8.60	149.3	7.80	150.0	7.70	165.0	6.30	180.0	5.90
14.0	37.4	7.50	52.0	8.50	60.0	8.80	70.0	9.10	75.0	9.30	80.0	9.50	90.0	9.90	110.0	10.00	120.0	10.00	135.0	9.40	149.0	8.50	150.0	8.40	165.0	7.10	180.0	6.70
16.0	37.4	7.70	52.0	8.60	60.0	9.00	70.0	9.40	75.0	9.60	80.0	9.80	90.0	10.30	110.0	10.70	120.0	11.00	135.0	10.30	147.1	9.30	150.0	9.00	165.0	7.80	180.0	7.50
20.0	37.0	7.80	52.0	8.80	60.0	9.30	70.0	9.80	75.0	10.10	80.0	10.30	90.0	10.90	110.0	12.30	120.0	12.50	135.0	12.40	144.6	11.50	150.0	10.40	165.0	9.00	180.0	8.70
24.0	37.3	7.90	52.0	8.90	60.0	9.40	70.0	10.00	75.0	10.40	80.0	10.70	90.0	11.50	110.0	13.40	120.0	14.00	135.0	15.40	141.5	14.30	150.0	12.10	165.0	10.20	180.0	9.80
